6422 130254
193 696 -4.174387269895637
193 781 -4.174387269895637
193 894 -4.174387269895637
193 1598 -4.174387269895637
193 1995 -4.174387269895637
193 2125 -4.174387269895637
193 3846 -4.174387269895637
193 4144 -4.174387269895637
193 5105 -4.174387269895637
194 79 0.000000000000000
195 18 -2.484906649788000
195 20 -0.405465108108164
195 27 -1.791759469228055
195 129 -2.484906649788000
196 1 -2.525728644308256
196 9 -3.218875824868201
196 14 -1.272965675812887
196 18 -3.218875824868201
196 20 -2.525728644308256
196 27 -1.832581463748310
196 49 -3.218875824868201
196 66 -3.218875824868201
196 79 -3.218875824868201
196 84 -2.525728644308256
196 147 -3.218875824868201
196 1197 -3.218875824868201
196 1277 -3.218875824868201
197 66 0.000000000000000
198 1 -4.276666119016055
198 14 -3.178053830347946
198 15 -3.583518938456110
198 20 -2.197224577336220
198 24 -4.276666119016055
198 27 -2.079441541679836
198 33 -4.276666119016055
198 43 -4.276666119016055
198 66 -2.667228206581955
198 70 -4.276666119016055
198 75 -3.583518938456110
198 79 -4.276666119016055
198 81 -3.583518938456110
198 83 -4.276666119016055
198 84 -4.276666119016055
198 85 -4.276666119016055
198 89 -4.276666119016055
198 95 -3.583518938456110
198 107 -3.583518938456110
198 110 -3.583518938456110
198 117 -4.276666119016055
198 129 -4.276666119016055
198 134 -4.276666119016055
198 147 -4.276666119016055
198 189 -4.276666119016055
198 199 -3.583518938456110
198 214 -3.178053830347946
198 215 -4.276666119016055
198 231 -4.276666119016055
198 319 -4.276666119016055
198 424 -2.890371757896165
198 520 -3.583518938456110
198 776 -4.276666119016055
198 812 -4.276666119016055
198 1103 -4.276666119016055
198 1344 -4.276666119016055
198 2914 -4.276666119016055
198 3332 -4.276666119016055
199 14 -2.302585092994045
199 18 -2.302585092994045
199 54 -2.302585092994045
199 200 -2.302585092994045
199 412 -2.302585092994045
199 429 -2.302585092994045
199 2207 -2.302585092994045
199 2231 -2.302585092994045
199 2361 -2.302585092994045
199 4516 -2.302585092994045
200 1 -3.561046082604051
200 8 -5.170483995038151
200 9 -5.170483995038151
200 10 -3.784189633918261
200 14 -2.280112237141987
200 15 -5.170483995038151
200 18 -4.071871706370042
200 20 -5.170483995038151
200 24 -3.784189633918261
200 27 -2.867898902044106
200 31 -4.071871706370042
200 37 -5.170483995038151
200 39 -5.170483995038151
200 43 -5.170483995038151
200 53 -5.170483995038151
200 64 -5.170483995038151
200 66 -3.378724525810097
200 69 -3.784189633918261
200 74 -5.170483995038151
200 75 -5.170483995038151
200 77 -5.170483995038151
200 81 -5.170483995038151
200 85 -4.477336814478207
200 90 -4.477336814478207
200 91 -5.170483995038151
200 92 -4.477336814478207
200 95 -5.170483995038151
200 96 -4.071871706370042
200 99 -4.477336814478207
200 106 -5.170483995038151
200 107 -4.477336814478207
200 110 -5.170483995038151
200 112 -5.170483995038151
200 120 -5.170483995038151
200 127 -5.170483995038151
200 133 -5.170483995038151
200 137 -5.170483995038151
200 168 -5.170483995038151
200 171 -5.170483995038151
200 175 -5.170483995038151
200 214 -5.170483995038151
200 220 -4.477336814478207
200 221 -5.170483995038151
200 227 -4.477336814478207
200 231 -5.170483995038151
200 239 -5.170483995038151
200 279 -5.170483995038151
200 283 -5.170483995038151
200 296 -4.071871706370042
200 362 -5.170483995038151
200 387 -4.477336814478207
200 450 -5.170483995038151
200 465 -5.170483995038151
200 476 -5.170483995038151
200 483 -5.170483995038151
200 555 -5.170483995038151
200 576 -5.170483995038151
200 580 -5.170483995038151
200 626 -5.170483995038151
200 629 -5.170483995038151
200 676 -5.170483995038151
200 722 -5.170483995038151
200 741 -5.170483995038151
200 767 -5.170483995038151
200 777 -4.477336814478207
200 795 -5.170483995038151
200 818 -5.170483995038151
200 824 -5.170483995038151
200 853 -5.170483995038151
200 864 -5.170483995038151
200 928 -4.477336814478207
200 960 -5.170483995038151
200 966 -5.170483995038151
200 975 -5.170483995038151
200 1004 -5.170483995038151
200 1037 -5.170483995038151
200 1085 -4.477336814478207
200 1116 -4.477336814478207
200 1223 -5.170483995038151
200 1330 -5.170483995038151
200 1419 -5.170483995038151
200 1531 -5.170483995038151
200 1656 -5.170483995038151
200 1772 -5.170483995038151
200 1879 -5.170483995038151
200 1995 -5.170483995038151
200 2018 -5.170483995038151
200 2107 -5.170483995038151
200 2109 -5.170483995038151
200 2130 -4.477336814478207
200 2136 -5.170483995038151
200 2272 -5.170483995038151
200 2357 -5.170483995038151
200 2849 -5.170483995038151
200 2860 -5.170483995038151
200 2902 -5.170483995038151
200 3101 -5.170483995038151
200 3332 -5.170483995038151
200 3530 -5.170483995038151
200 3598 -5.170483995038151
200 3860 -5.170483995038151
200 3897 -5.170483995038151
200 4330 -5.170483995038151
200 4654 -5.170483995038151
200 4778 -5.170483995038151
200 4854 -5.170483995038151
200 4870 -5.170483995038151
200 4968 -5.170483995038151
200 5353 -5.170483995038151
200 5466 -5.170483995038151
200 5483 -5.170483995038151
201 4 -4.727387818712341
201 8 -3.880089958325137
201 9 -5.132852926820505
201 10 -4.439705746260560
201 14 -4.034240638152395
201 15 -4.727387818712341
201 18 -5.826000107380450
201 27 -5.826000107380450
201 31 -2.215082194736226
201 38 -5.826000107380450
201 39 -4.439705746260560
201 42 -4.439705746260560
201 43 -5.826000107380450
201 49 -2.530163241376121
201 53 -5.132852926820505
201 54 -5.826000107380450
201 56 -5.826000107380450
201 59 -4.727387818712341
201 61 -3.261050749918914
201 65 -5.826000107380450
201 66 -5.826000107380450
201 69 -5.826000107380450
201 70 -3.053411385140669
201 75 -4.216562194946350
201 76 -5.132852926820505
201 80 -5.826000107380450
201 83 -2.088330489097082
201 86 -4.439705746260560
201 94 -4.216562194946350
201 97 -5.132852926820505
201 107 -2.458704277393976
201 109 -5.826000107380450
201 144 -4.727387818712341
201 161 -5.826000107380450
201 188 -5.826000107380450
201 207 -4.216562194946350
201 219 -4.727387818712341
201 221 -5.826000107380450
201 224 -5.826000107380450
201 231 -2.360264204580724
201 257 -5.132852926820505
201 271 -5.826000107380450
201 282 -5.826000107380450
201 303 -4.439705746260560
201 340 -5.826000107380450
201 362 -3.523415014386404
201 369 -4.439705746260560
201 370 -5.826000107380450
201 440 -5.826000107380450
201 443 -5.826000107380450
201 462 -5.826000107380450
201 465 -5.826000107380450
201 517 -5.826000107380450
201 555 -5.826000107380450
201 647 -5.826000107380450
201 695 -5.132852926820505
201 696 -4.727387818712341
201 701 -5.826000107380450
201 867 -5.826000107380450
201 1108 -5.826000107380450
201 1192 -5.826000107380450
201 1326 -5.826000107380450
201 1399 -5.826000107380450
201 1544 -5.826000107380450
201 1613 -5.826000107380450
201 1655 -5.826000107380450
201 1811 -5.826000107380450
201 1845 -5.826000107380450
201 1943 -5.826000107380450
201 1955 -5.826000107380450
201 2035 -5.826000107380450
201 2356 -5.132852926820505
201 2543 -5.132852926820505
201 2812 -5.826000107380450
201 3257 -5.826000107380450
201 3677 -5.826000107380450
201 3733 -5.826000107380450
201 5688 -5.826000107380450
201 6273 -5.826000107380450
201 6312 -5.826000107380450
202 3 -3.931825632724326
202 9 -3.931825632724326
202 14 -1.852384091044490
202 18 -2.545531271604435
202 20 -2.833213344056216
202 23 -3.931825632724326
202 27 -1.852384091044490
202 36 -3.931825632724326
202 77 -3.931825632724326
202 84 -3.931825632724326
202 88 -3.238678452164380
202 101 -2.545531271604435
202 157 -3.238678452164380
202 175 -2.833213344056216
202 212 -3.931825632724326
202 394 -2.545531271604435
202 570 -3.931825632724326
202 579 -3.931825632724326
202 735 -3.238678452164380
202 792 -3.931825632724326
202 1216 -3.931825632724326
203 57 0.000000000000000
204 14 -1.642227735257091
204 66 -0.600773860428930
204 80 -1.642227735257091
204 94 -3.433987204485146
204 878 -3.433987204485146
205 8 -3.941581807669690
205 10 -3.536116699561526
205 14 -3.536116699561526
205 18 -3.941581807669690
205 27 -3.941581807669690
205 29 -4.634728988229636
205 31 -3.536116699561526
205 35 -4.634728988229636
205 38 -3.536116699561526
205 43 -4.634728988229636
205 53 -4.634728988229636
205 54 -3.941581807669690
205 56 -4.634728988229636
205 59 -4.634728988229636
205 66 -3.536116699561526
205 67 -2.437504410893416
205 70 -2.332143895235590
205 93 -2.149822338441636
205 159 -3.536116699561526
205 175 -4.634728988229636
205 188 -3.536116699561526
205 206 -4.634728988229636
205 207 -2.332143895235590
205 214 -4.634728988229636
205 219 -3.941581807669690
205 221 -4.634728988229636
205 257 -4.634728988229636
205 272 -3.536116699561526
205 298 -4.634728988229636
205 329 -4.634728988229636
205 681 -4.634728988229636
205 727 -4.634728988229636
205 737 -3.536116699561526
205 762 -4.634728988229636
205 788 -3.248434627109745
205 1003 -4.634728988229636
205 1108 -4.634728988229636
205 1958 -4.634728988229636
205 3455 -4.634728988229636
205 4324 -4.634728988229636
206 8 -2.821378886409213
206 10 -3.737669618283368
206 14 -1.486377819676873
206 27 -2.484906649788000
206 31 -1.865867441381777
206 35 -4.430816798843313
206 38 -4.430816798843313
206 42 -3.737669618283368
206 43 -4.430816798843313
206 53 -4.430816798843313
206 56 -3.332204510175204
206 66 -4.430816798843313
206 67 -3.737669618283368
206 75 -4.430816798843313
206 84 -3.332204510175204
206 93 -4.430816798843313
206 134 -4.430816798843313
206 147 -4.430816798843313
206 162 -4.430816798843313
206 175 -3.737669618283368
206 201 -4.430816798843313
206 207 -3.044522437723423
206 231 -4.430816798843313
206 298 -4.430816798843313
206 329 -4.430816798843313
206 503 -4.430816798843313
206 607 -4.430816798843313
206 706 -4.430816798843313
206 735 -4.430816798843313
206 1667 -4.430816798843313
206 1669 -4.430816798843313
206 2924 -4.430816798843313
206 5375 -4.430816798843313
207 1 -5.300315369210709
207 3 -6.909753281644810
207 9 -7.602900462204755
207 10 -4.963843132589496
207 14 -2.911552579975612
207 15 -4.658461483038315
207 16 -7.602900462204755
207 18 -4.607168188650764
207 20 -5.205005189406385
207 21 -6.504288173536645
207 22 -6.909753281644810
207 23 -6.909753281644810
207 24 -6.909753281644810
207 25 -7.602900462204755
207 27 -3.038552270736919
207 29 -6.504288173536645
207 30 -7.602900462204755
207 31 -5.037951104743219
207 32 -4.769687118148539
207 33 -7.602900462204755
207 34 -6.909753281644810
207 37 -5.656990313149442
207 39 -7.602900462204755
207 43 -5.811140992976700
207 44 -7.602900462204755
207 49 -7.602900462204755
207 53 -6.504288173536645
207 55 -6.909753281644810
207 56 -7.602900462204755
207 57 -4.963843132589496
207 60 -6.909753281644810
207 66 -3.559849194370206
207 75 -5.405675884868536
207 76 -6.909753281644810
207 77 -5.993462549770655
207 79 -7.602900462204755
207 80 -6.216606101084865
207 81 -7.602900462204755
207 83 -6.909753281644810
207 84 -4.712528704308591
207 85 -4.712528704308591
207 87 -6.909753281644810
207 88 -6.909753281644810
207 94 -5.811140992976700
207 95 -7.602900462204755
207 97 -6.909753281644810
207 98 -5.993462549770655
207 100 -6.504288173536645
207 102 -7.602900462204755
207 110 -6.216606101084865
207 111 -6.909753281644810
207 113 -6.909753281644810
207 117 -5.205005189406385
207 124 -7.602900462204755
207 126 -6.216606101084865
207 127 -7.602900462204755
207 129 -4.467406246275606
207 132 -7.602900462204755
207 133 -7.602900462204755
207 134 -6.909753281644810
207 138 -7.602900462204755
207 142 -6.504288173536645
207 143 -6.504288173536645
207 145 -7.602900462204755
207 147 -6.909753281644810
207 149 -7.602900462204755
207 152 -7.602900462204755
207 155 -7.602900462204755
207 156 -6.504288173536645
207 163 -6.216606101084865
207 168 -6.216606101084865
207 172 -6.909753281644810
207 174 -6.909753281644810
207 175 -5.205005189406385
207 179 -6.504288173536645
207 182 -7.602900462204755
207 183 -7.602900462204755
207 185 -6.909753281644810
207 186 -6.504288173536645
207 187 -7.602900462204755
207 188 -7.602900462204755
207 189 -7.602900462204755
207 190 -7.602900462204755
207 191 -7.602900462204755
207 195 -7.602900462204755
207 207 -7.602900462204755
207 208 -3.613916415640481
207 211 -7.602900462204755
207 213 -5.656990313149442
207 214 -6.909753281644810
207 215 -7.602900462204755
207 220 -6.909753281644810
207 221 -6.909753281644810
207 223 -7.602900462204755
207 228 -7.602900462204755
207 235 -6.216606101084865
207 239 -7.602900462204755
207 244 -7.602900462204755
207 251 -6.909753281644810
207 253 -7.602900462204755
207 261 -7.602900462204755
207 264 -7.602900462204755
207 268 -5.300315369210709
207 271 -6.909753281644810
207 272 -6.909753281644810
207 273 -7.602900462204755
207 275 -7.602900462204755
207 279 -7.602900462204755
207 282 -5.205005189406385
207 291 -6.909753281644810
207 294 -7.602900462204755
207 300 -7.602900462204755
207 303 -6.909753281644810
207 316 -6.909753281644810
207 317 -6.504288173536645
207 318 -5.300315369210709
207 323 -6.504288173536645
207 326 -6.909753281644810
207 331 -7.602900462204755
207 332 -5.656990313149442
207 342 -7.602900462204755
207 344 -6.909753281644810
207 352 -5.405675884868536
207 354 -7.602900462204755
207 355 -4.344803924183274
207 359 -7.602900462204755
207 361 -5.811140992976700
207 365 -3.475766077159664
207 376 -5.811140992976700
207 377 -5.993462549770655
207 380 -5.405675884868536
207 382 -7.602900462204755
207 395 -7.602900462204755
207 399 -7.602900462204755
207 400 -4.270695952029551
207 404 -7.602900462204755
207 412 -7.602900462204755
207 413 -4.658461483038315
207 419 -7.602900462204755
207 425 -7.602900462204755
207 427 -7.602900462204755
207 429 -7.602900462204755
207 437 -7.602900462204755
207 440 -6.504288173536645
207 447 -7.602900462204755
207 448 -7.602900462204755
207 453 -7.602900462204755
207 455 -6.504288173536645
207 457 -6.216606101084865
207 469 -5.811140992976700
207 474 -6.504288173536645
207 479 -6.504288173536645
207 488 -5.523458920524919
207 494 -6.909753281644810
207 496 -7.602900462204755
207 498 -5.993462549770655
207 501 -6.909753281644810
207 502 -7.602900462204755
207 503 -6.909753281644810
207 517 -7.602900462204755
207 524 -4.137164559405029
207 530 -5.656990313149442
207 532 -7.602900462204755
207 539 -6.909753281644810
207 543 -7.602900462204755
207 545 -7.602900462204755
207 552 -7.602900462204755
207 555 -6.504288173536645
207 561 -7.602900462204755
207 564 -6.504288173536645
207 565 -5.037951104743219
207 573 -7.602900462204755
207 576 -4.963843132589496
207 598 -6.909753281644810
207 606 -6.504288173536645
207 608 -6.909753281644810
207 609 -6.909753281644810
207 613 -6.504288173536645
207 628 -5.811140992976700
207 632 -5.811140992976700
207 635 -7.602900462204755
207 638 -5.811140992976700
207 640 -6.216606101084865
207 647 -7.602900462204755
207 649 -6.216606101084865
207 652 -6.504288173536645
207 653 -7.602900462204755
207 657 -7.602900462204755
207 658 -5.993462549770655
207 660 -6.504288173536645
207 663 -7.602900462204755
207 665 -7.602900462204755
207 672 -7.602900462204755
207 674 -7.602900462204755
207 676 -6.909753281644810
207 681 -7.602900462204755
207 690 -7.602900462204755
207 692 -7.602900462204755
207 706 -5.300315369210709
207 709 -7.602900462204755
207 710 -7.602900462204755
207 711 -5.811140992976700
207 713 -6.909753281644810
207 714 -7.602900462204755
207 720 -7.602900462204755
207 723 -7.602900462204755
207 732 -7.602900462204755
207 737 -6.909753281644810
207 746 -7.602900462204755
207 755 -6.504288173536645
207 761 -6.504288173536645
207 762 -7.602900462204755
207 764 -7.602900462204755
207 766 -7.602900462204755
207 772 -7.602900462204755
207 775 -6.909753281644810
207 779 -4.344803924183274
207 782 -6.216606101084865
207 788 -6.909753281644810
207 792 -6.504288173536645
207 797 -4.963843132589496
207 798 -7.602900462204755
207 804 -6.909753281644810
207 807 -6.909753281644810
207 811 -7.602900462204755
207 812 -6.909753281644810
207 815 -6.504288173536645
207 824 -7.602900462204755
207 838 -7.602900462204755
207 842 -7.602900462204755
207 857 -6.504288173536645
207 867 -6.909753281644810
207 868 -5.405675884868536
207 870 -6.504288173536645
207 872 -3.160249205714439
207 874 -6.909753281644810
207 877 -7.602900462204755
207 878 -7.602900462204755
207 888 -6.909753281644810
207 889 -7.602900462204755
207 891 -7.602900462204755
207 892 -6.504288173536645
207 900 -4.558378024481333
207 909 -6.909753281644810
207 922 -6.909753281644810
207 924 -4.344803924183274
207 927 -7.602900462204755
207 931 -7.602900462204755
207 933 -7.602900462204755
207 939 -5.205005189406385
207 942 -7.602900462204755
207 948 -6.909753281644810
207 971 -7.602900462204755
207 975 -7.602900462204755
207 981 -7.602900462204755
